sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
182,Commented out code,0.99,Remove,"TODO      @Test      public void test_create_open(){      (fd, path) = tempfile.mkstemp(suffix="".anki2"", prefix=""test_attachNew"");      try {      os.close(fd);      os.unlink(path);      } catch (OSError) {      }      Collection col = aopen(path);      // for open()      String newPath = col.getPath();      long newMod = col.getMod();      col.close();      // reopen      col = aopen(newPath);      assertEquals(newMod, col.getMod());      col.close();      // non-writeable dir      if (isWin) {      String dir = ""c:\root.anki2"";      } else {      String dir = ""/attachroot.anki2"";      }      assertException(Exception, lambda: aopen(dir));      // reuse tmp file from before, test non-writeable file      os.chmod(newPath, 0);      assertException(Exception, lambda: aopen(newPath));      os.chmod(newPath, 0o666);      os.unlink(newPath);      }",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
183,Obvious,0.95,Remove,add a note,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
184,Not a smell,0.92,No Change,test multiple cards - add another template,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
185,Task,0.95,Remove,todo: remove true which is not upstream,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
186,Not a smell,0.95,No Change,creating new notes should use both cards,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
187,Not a smell,0.95,No Change,check q/a generation,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
188,Not a smell,0.95,No Change,it should not be a duplicate,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
189,Not a smell,0.9,No Change,now let's make a duplicate,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
190,Not a smell,0.95,No Change,empty first field should not be permitted either,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
191,Not a smell,0.85,No Change,changing the val should change the checksum,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
192,Obvious,0.9,Rewrite,adding for a given id,"Add tag 'foo' to note with specific id, verify only that note gets tagged.",repaired,Rewritten to clarify the purpose: testing that bulkAdd only affects the specified note.,evaluation,deepseek-v3
193,Vague,0.8,Rewrite,should be canonified,tags should be in canonical order (alphabetical),repaired,Rewrote vague comment to clarify expectation that tags are canonicalized (sorted).,evaluation,deepseek-v3
194,Vague,0.82,Rewrite,filter should work,Kana filter should convert [abc] to furigana,repaired,Original comment 'filter should work' is vague; specify which filter and expected behavior.,evaluation,deepseek-v3
195,Vague,0.7,Rewrite,and should avoid sound,furigana should not interfere with sound tags,repaired,Original comment was vague; rewritten to clarify the test's purpose regarding furigana and sound tags.,evaluation,deepseek-v3
196,Not a smell,0.95,No Change,it shouldn't throw an error while people are editing,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
197,Vague,0.4875,Rewrite,This goes out of bounds - it seems to be fine,Calculate mSize from intrinsic width and icon scale; may exceed bounds but is acceptable.,repaired,Clarified vague comment by indicating what the size calculation does and why it's acceptable.,evaluation,deepseek-v3
198,Commented out code,0.95,Remove,private double mLastSave;,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
199,Beautification,0.95,Remove,BEGIN: SQL table columns,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
200,Beautification,0.95,Remove,END: SQL table columns,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
201,Nonlocal info,0.6,Move,API 21: Use a ConcurrentLinkedDeque,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
202,Nonlocal info,0.9,Move,Not in libAnki.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
203,Beautification,0.9,Remove,other options,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
204,Beautification,0.9,Remove,review options,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
205,Beautification,0.95,Remove,other config,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
206,Vague,0.6,Rewrite,add new to currently selected deck?,Adds to currently selected deck.,repaired,Original comment was a vague question; rewritten as a clear statement to explain the setting.,evaluation,deepseek-v3
207,Commented out code,0.95,Remove,mLastSave = getTime().now(); // assigned but never accessed - only leaving in for upstream comparison,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
208,Task,0.95,Remove,TODO:,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
209,Not a smell,0.9,No Change,Note: Additional members in the class duplicate this,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
210,Not a smell,0.95,No Change,Read in deck table columns,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
211,Not a smell,0.9,No Change,No longer used,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
212,Nonlocal info,0.6,Move,"getModels().load(loadColumn(""models"")); This code has been moved to `CollectionHelper::loadLazyCollection` for efficiency Models are loaded lazily on demand. The application layer can asynchronously pre-fetch those parts; otherwise they get loaded when required.",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
213,Nonlocal info,0.92,Move,This is valid for the framework sqlite as far back as Android 5 / SDK21 https://github.com/aosp-mirror/platform_frameworks_base/blob/ba35a77c7c4494c9eb74e87d8eaa9a7205c426d2/core/res/res/values/config.xml#L1141,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
214,Nonlocal info,0.85,Move,"reduce the actual size a little bit. In case db is not an instance of DatabaseChangeDecorator, sChunk evaluated on default window size",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
215,Not a smell,0.9,No Change,let the managers conditionally flush,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
216,Obvious,0.9,Rewrite,and flush deck + bump mod if db has been changed,"If database was modified, flush with updated mod, commit, and mark as unmodified.",repaired,Rewrote to be more precise and remove informal 'bump mod' phrasing while keeping intent.,evaluation,deepseek-v3
217,Nonlocal info,0.675,Move,undoing non review operation is handled differently in ankidroid _markOp(name); mLastSave = getTime().now(); // assigned but never accessed - only leaving in for upstream comparison,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
218,Not a smell,0.95,No Change,"In Android we can't show a dialog which blocks the main UI thread             Therefore we can't wait for the user to confirm if they want to do             a full sync here, and we instead throw an exception asking the outer             code to handle the user's choice",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
219,Not a smell,0.95,No Change,we can save space by removing the log of deletions,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
220,Not a smell,0.95,No Change,ensure db is compacted before upload,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
221,Not a smell,0.675,No Change,"check we have card models available, then save",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
222,Nonlocal info,0.7125,Move,"Todo: upstream, we accept to add a not even if it generates no card. Should be ported to ankidroid",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
223,Nonlocal info,0.6375,Move,deck conf governs which of these are used,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
224,Obvious,0.95,Remove,add cards,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
225,Vague,0.45,Rewrite,"we need to log these independently of cards, as one side may have more card templates","Log removal of these notes separately from cards, as each note may have multiple card templates.",repaired,Original comment was vague; clarified that notes are logged individually because each note can have multiple card templates.,evaluation,deepseek-v3
226,Beautification,0.95,Remove,Card creation ************************************************************ ***********************************,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
227,Not a smell,0.9,No Change,cloze - generate temporary templates from first,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
228,Vague,0.4875,Rewrite,"build map of (nid,ord) so we don't create dupes",Convert IDs to string and delegate to genCards.,repaired,The original comment incorrectly describes building a map; the code simply converts ID array to string and calls an overloaded method.,evaluation,deepseek-v3
229,Not a smell,0.95,No Change,"For each note, indicates ords of cards it contains",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
230,Not a smell,0.95,No Change,"For each note, the deck containing all of its cards, or 0 if siblings in multiple deck",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
231,Not a smell,0.95,No Change,"For each note, an arbitrary due of one of its due card processed, if any exists",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
232,Obvious,0.8,Rewrite,existing cards,Initialize map for note if not already tracked,repaired,Comment was obvious; rewritten to describe purpose: initializing map for note if absent.,evaluation,deepseek-v3
233,Vague,0.9,Rewrite,and their dids,"Check if note already has a deck assignment; if multiple decks, reset to default.",repaired,Original 'and their dids' is vague; clarified that code handles deck conflicts for each note.,evaluation,deepseek-v3
234,Not a smell,0.95,No Change,cards are in two or more different decks; revert to model default,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
235,Not a smell,0.95,No Change,first card or multiple cards in same deck,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
236,Obvious,0.675,Rewrite,build cards for each note,Process each note to determine card ordinals,repaired,Comment is obvious; rewrite to clarify the loop's purpose of computing available ordinals.,evaluation,deepseek-v3
