sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
186,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains testing intent that both cards are used for new notes.,no_change,evaluation,False,,deepseek-v3
187,True,Vague,0.85,Vague,0.85,Obvious,0.1,Comment is vague and generic; does not specify what aspect of q/a generation is being checked.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
188,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Explains test intent: asserts non-duplicate status, adds purpose beyond code.",no_change,evaluation,False,,deepseek-v3
189,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment restates the local action without adding useful context or rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
190,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains rationale for test case: empty field not allowed.,no_change,evaluation,False,,deepseek-v3
191,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for test assertion.,no_change,evaluation,False,,deepseek-v3
192,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates obvious code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
193,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,"Adds intent for test scenario, not obvious or vague.",no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
194,True,Vague,0.7,Vague,0.7,Task,0.2,"Comment is ambiguous, missing context about which filter or expected behavior.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
195,True,Irrelevant,0.85,Irrelevant,0.85,Vague,0.15,Comment fragment unrelated to closing brace; no explanation of code.,remove,repair,False,,deepseek-v3
196,False,Not a smell,0.4875,Not a smell,0.65,Vague,0.35,"Comment provides intent/constraint not obvious from code, so not a smell.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
197,True,Vague,0.6375,Vague,0.6375,Not a smell,0.3625,Uses vague referent 'This'; does not specify which part goes out of bounds.,rewrite,repair,True,not_smell_vs_vague_risk,deepseek-v3
198,True,Commented out code,0.95,Commented out code,0.95,Irrelevant,0.05,"Commented-out field declaration, not active code.",remove,repair,False,,deepseek-v3
199,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,"Section header for organizing code, no semantic content.",remove,repair,False,,deepseek-v3
200,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,Acts as section header/visual separator without semantic content.,remove,repair,False,,deepseek-v3
201,True,Nonlocal info,0.85,Nonlocal info,0.85,Not a smell,0.15,References Android API level constraint for collection choice.,move,repair,True,low_confidence;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
202,True,Nonlocal info,0.9,Nonlocal info,0.9,Not a smell,0.1,"Comment references external library 'libAnki', meaning depends on non-local context.",move,repair,True,not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
203,True,Beautification,0.9,Beautification,0.9,Vague,0.1,Short header comment separating config sections.,remove,repair,False,,deepseek-v3
204,True,Beautification,0.85,Beautification,0.85,Not a smell,0.15,Section header labeling review options; no added rationale or intent.,remove,repair,False,,deepseek-v3
205,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header without semantic content.,remove,repair,False,,deepseek-v3
206,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies config key purpose with a question.,no_change,evaluation,False,,deepseek-v3
207,False,Not a smell,0.9,Not a smell,0.9,Nonlocal info,0.1,Explains rationale for keeping unused assignment for upstream comparison.,no_change,evaluation,False,,deepseek-v3
208,True,Vague,0.9,Vague,0.9,Task,0.1,Bare TODO comment lacks context; serves as vague task marker.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
209,True,Nonlocal info,0.85,Nonlocal info,0.85,Vague,0.1,Refers to duplicate code elsewhere in class.,move,repair,True,borderline_label_low_confidence,deepseek-v3
210,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Concise summary of block's purpose, adds local intent.",no_change,evaluation,False,,deepseek-v3
211,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Provides rationale that field is no longer used, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
212,True,Nonlocal info,0.6375,Nonlocal info,0.6375,Not a smell,0.3625,"Comment refers to code moved to external helper and explains system-level lazy loading behavior, not local to current code.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
213,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides version compatibility and source link for constant.,no_change,evaluation,False,,deepseek-v3
214,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,"Comment explains local condition and rationale for size reduction, not depending on external module.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
215,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds intent of conditional flushing by managers.,no_change,evaluation,False,,deepseek-v3
216,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains conditional flush of deck and bump mod when db modified.,no_change,evaluation,False,,deepseek-v3
217,False,Not a smell,0.7125,Not a smell,0.7125,Obvious,0.2875,"Comment explains why code is commented out (different handling in AnkiDroid) and why it's kept for upstream comparison; provides useful context, not unnecessary detail.",no_change,evaluation,True,not_smell_vs_toomuch,deepseek-v3
218,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains platform constraint and design rationale.,no_change,evaluation,False,,deepseek-v3
219,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains purpose (saving space) for deleting log, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
220,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of vacuum: ensure compaction before upload.,no_change,evaluation,False,,deepseek-v3
221,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Comment adds intent and high-level summary of check and save logic.,no_change,evaluation,False,,deepseek-v3
222,True,Nonlocal info,0.675,Nonlocal info,0.9,Not a smell,0.1,"Comment references upstream behavior and porting to another project, depending on external agreement.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
223,True,Nonlocal info,0.6,Nonlocal info,0.6,Not a smell,0.4,"Refers to deck configuration, an external config governing behavior.",move,repair,True,not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
224,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates the loop action without adding rationale or constraint.,remove,repair,False,,deepseek-v3
225,False,Not a smell,0.95,Not a smell,0.95,Vague,0.03,"Explains rationale for independent logging due to card templates, providing specific intent.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
226,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,"Section header with visual separator, no code explanation.",remove,repair,False,,deepseek-v3
227,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains logic in else branch.,no_change,evaluation,False,,deepseek-v3
228,True,Misleading,0.95,Misleading,0.95,Not a smell,0.05,"Comment describes building a map, but code does not.",rewrite,repair,False,,deepseek-v3
229,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Comment clarifies map semantics: notes to ords mapping.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
230,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains HashMap semantics clearly.,no_change,evaluation,False,,deepseek-v3
231,True,Vague,0.75,Vague,0.75,Not a smell,0.25,Comment uses unclear terms 'due card'; purpose not specified.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
232,True,Misleading,0.9,Misleading,0.9,Vague,0.05,Comment says 'existing cards' but code initializes map for missing cards.,rewrite,repair,False,,deepseek-v3
233,True,Vague,0.9,Vague,0.95,Not a smell,0.05,Fragmentary comment without clarifying referent or purpose.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
234,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why reverting to default when cards in multiple decks.,no_change,evaluation,False,,deepseek-v3
235,True,Misleading,0.95,Misleading,0.95,Vague,0.05,Comment inaccurately describes else branch; 'multiple cards in same deck' contradicts code.,rewrite,repair,False,,deepseek-v3
236,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates what the code does without additional context.,remove,repair,False,,deepseek-v3
237,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the conditional logic without adding intent or rationale.,remove,repair,False,,deepseek-v3
238,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Simply restates code action without added rationale.,remove,repair,False,,deepseek-v3
239,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Comment explains reason for check (avoid cram decks), specific intent. Not vague or generic.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
240,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies intentional non-handling of exception.,no_change,evaluation,False,,deepseek-v3
241,True,Misleading,0.85,Misleading,0.85,Vague,0.1,Comment discusses existence check not present in code; dynamic deck check is used instead.,rewrite,repair,False,,deepseek-v3
242,True,Vague,0.8,Vague,0.8,Not a smell,0.2,Comment uses 'it' without clear referent; intent is present but referent missing.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
243,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates code action without adding useful context or rationale.,remove,repair,False,,deepseek-v3
244,True,Misleading,0.92,Misleading,0.92,Obvious,0.5,"Comment says 'bulk update' but code performs INSERT, which contradicts semantics.",rewrite,repair,True,small_top2_margin,deepseek-v3
245,True,Too much info,0.85,Too much info,0.85,Not a smell,0.15,"Comment gives detailed background and a TODO, containing unnecessary implementation detail.",summarize,repair,True,not_smell_vs_toomuch,deepseek-v3
246,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains code logic clearly.,no_change,evaluation,False,,deepseek-v3
247,True,Misleading,0.8,Misleading,0.8,Vague,0.15,Comment says 'invalid did' but code checks for dynamic deck; mismatch.,rewrite,repair,False,,deepseek-v3
248,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains constraint: must not be a filtered deck.,no_change,evaluation,False,,deepseek-v3
249,True,Vague,0.6,Vague,0.7,Not a smell,0.3,Fragmentary question does not clarify the condition.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
250,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains random seeding logic for consistent ordering.,no_change,evaluation,False,,deepseek-v3
251,True,Nonlocal info,0.675,Nonlocal info,0.675,Not a smell,0.325,"Comment explicitly states this code is not part of Libanki, an external module.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
252,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates the local delete operation.,remove,repair,False,,deepseek-v3
253,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment merely restates the next action (notes) which is clear from code; no extra rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
254,True,Commented out code,0.95,Commented out code,0.95,Too much info,0.03,Commented-out code with explanatory comment.,remove,repair,False,,deepseek-v3
255,False,Not a smell,0.45,Not a smell,0.45,Obvious,0.55,"Comment gives rationale about invalid model, not pure restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
256,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.03,Explains rationale for not bumping usn+mod locally.,no_change,evaluation,False,,deepseek-v3
257,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Decorative section header with no useful info.,remove,repair,False,,deepseek-v3
258,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides useful context about data structure and code intent.,no_change,evaluation,False,,deepseek-v3
259,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies high-level purpose of rendering Q&A templates.,no_change,evaluation,False,,deepseek-v3
260,True,Nonlocal info,0.675,Nonlocal info,0.9,Not a smell,0.1,"References external libanki module, noting difference and asking why.",move,repair,True,small_top2_margin;not_smell_vs_nonlocal,deepseek-v3
261,True,Commented out code,0.99,Commented out code,0.99,Task,0.01,"Commented out line of code, similar to active line.",remove,repair,False,,deepseek-v3
262,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment provides specific rationale: browser doesn't show images, so LaTeX processing removes info, explaining the conditional block's intent.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
263,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Fragmentary question lacks specific referent or effect.,rewrite,repair,False,,deepseek-v3
264,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,Decorative separator with no semantic content.,remove,repair,False,,deepseek-v3
265,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,"Visual separator with 'Stats' and asterisks, no behavioral content.",remove,repair,False,,deepseek-v3
266,True,Obvious,0.525,Obvious,0.7,Vague,0.3,Comment merely restates the nearby code comments.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
267,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the conditional check: no added rationale or context.,remove,repair,False,,deepseek-v3
