sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
182,Commented out code,0.96,Remove,"TODO      @Test      public void test_create_open(){      (fd, path) = tempfile.mkstemp(suffix="".anki2"", prefix=""test_attachNew"");      try {      os.close(fd);      os.unlink(path);      } catch (OSError) {      }      Collection col = aopen(path);      // for open()      String newPath = col.getPath();      long newMod = col.getMod();      col.close();      // reopen      col = aopen(newPath);      assertEquals(newMod, col.getMod());      col.close();      // non-writeable dir      if (isWin) {      String dir = ""c:\root.anki2"";      } else {      String dir = ""/attachroot.anki2"";      }      assertException(Exception, lambda: aopen(dir));      // reuse tmp file from before, test non-writeable file      os.chmod(newPath, 0);      assertException(Exception, lambda: aopen(newPath));      os.chmod(newPath, 0o666);      os.unlink(newPath);      }",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
183,Vague,0.9,Rewrite,add a note,Create a note with Front and Back fields and add to the collection,repaired,"Comment now clearly describes the steps: creating a note, setting items, and adding it.",evaluation,deepseek-v3
184,Obvious,0.9,Remove,test multiple cards - add another template,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
185,Task,0.95,Remove,todo:闁艰京鏃move true which is not upstream,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
186,Not a smell,0.95,No Change,creating new notes should use both cards,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
187,Vague,0.85,Rewrite,check q/a generation,Verify question/answer generation contains 'three',repaired,Original 'check q/a generation' is vague; clarified what specific check is performed.,evaluation,deepseek-v3
188,Not a smell,0.9,No Change,it should not be a duplicate,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
189,Obvious,0.85,Rewrite,now let's make a duplicate,Create a new note and assert that it is flagged as duplicate or empty.,repaired,Original comment is too vague; rewritten to clarify the purpose of the test.,evaluation,deepseek-v3
190,Not a smell,0.95,No Change,empty first field should not be permitted either,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
191,Not a smell,0.95,No Change,changing the val should change the checksum,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
192,Obvious,0.95,Rewrite,adding for a given id,Add tag 'foo' to the note identified by its id.,repaired,Original comment was obvious; repaired version clarifies the specific tag and action.,evaluation,deepseek-v3
193,Not a smell,0.85,No Change,should be canonified,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
194,Vague,0.7,Rewrite,filter should work,This filter is expected to function correctly for all inputs.,repaired,Original comment was vague; clarified scope of correctness.,evaluation,deepseek-v3
195,Irrelevant,0.85,Remove,and should avoid sound,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
196,Not a smell,0.4875,No Change,it shouldn't throw an error while people are editing,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
197,Vague,0.6375,Rewrite,This goes out of bounds - it seems to be fine,mSize may exceed view bounds; acceptable due to scaling.,repaired,Clarifies what goes out of bounds and why it's fine.,evaluation,deepseek-v3
198,Commented out code,0.95,Remove,private double mLastSave;,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
199,Beautification,0.95,Remove,BEGIN: SQL table columns,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
200,Beautification,0.95,Remove,END: SQL table columns,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
201,Nonlocal info,0.85,Move,API 21: Use a ConcurrentLinkedDeque,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
202,Nonlocal info,0.9,Move,Not in libAnki.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
203,Beautification,0.9,Remove,other options,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
204,Beautification,0.85,Remove,review options,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
205,Beautification,0.95,Remove,other config,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
206,Not a smell,0.95,No Change,add new to currently selected deck?,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
207,Not a smell,0.9,No Change,mLastSave = getTime().now(); // assigned but never accessed - only leaving in for upstream comparison,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
208,Vague,0.9,Rewrite,TODO:,// Extracts file name without .anki2 extension,repaired,The original 'TODO:' is vague; replaced with a clear description of the operation.,evaluation,deepseek-v3
209,Nonlocal info,0.85,Move,Note: Additional members in the class duplicate this,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
210,Not a smell,0.95,No Change,Read in deck table columns,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
211,Not a smell,0.95,No Change,No longer used,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
212,Nonlocal info,0.6375,Move,"getModels().load(loadColumn(""models"")); This code has been moved to `CollectionHelper::loadLazyCollection` for efficiency Models are loaded lazily on demand. The application layer can asynchronously pre-fetch those parts; otherwise they get loaded when required.",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
213,Not a smell,0.95,No Change,This is valid for the framework sqlite as far back as Android 5 / SDK21 https://github.com/aosp-mirror/platform_frameworks_base/blob/ba35a77c7c4494c9eb74e87d8eaa9a7205c426d2/core/res/res/values/config.xml#L1141,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
214,Not a smell,0.8075,No Change,"reduce the actual size a little bit. In case db is not an instance of DatabaseChangeDecorator, sChunk evaluated on default window size",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
215,Not a smell,0.95,No Change,let the managers conditionally flush,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
216,Not a smell,0.95,No Change,and flush deck + bump mod if db has been changed,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
217,Not a smell,0.7125,No Change,undoing non review operation is handled differently in ankidroid _markOp(name); mLastSave = getTime().now(); // assigned but never accessed - only leaving in for upstream comparison,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
218,Not a smell,0.95,No Change,"In Android we can't show a dialog which blocks the main UI thread             Therefore we can't wait for the user to confirm if they want to do             a full sync here, and we instead throw an exception asking the outer             code to handle the user's choice",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
219,Not a smell,0.95,No Change,we can save space by removing the log of deletions,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
220,Not a smell,0.95,No Change,ensure db is compacted before upload,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
221,Not a smell,0.9,No Change,"check we have card models available, then save",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
222,Nonlocal info,0.675,Move,"Todo: upstream, we accept to add a not even if it generates no card. Should be ported to ankidroid",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
223,Nonlocal info,0.6,Move,deck conf governs which of these are used,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
224,Obvious,0.9,Remove,add cards,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
225,Not a smell,0.95,No Change,"we need to log these independently of cards, as one side may have more card templates",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
226,Beautification,0.95,Remove,Card creation ************************************************************ ***********************************,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
227,Not a smell,0.95,No Change,cloze - generate temporary templates from first,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
228,Misleading,0.95,Rewrite,"build map of (nid,ord) so we don't create dupes",// convert nids to string for duplicate avoidance,repaired,"The original comment claimed a map is built, but the code only converts the array to a string. The repaired comment correctly describes the action.",evaluation,deepseek-v3
229,Not a smell,0.95,No Change,"For each note, indicates ords of cards it contains",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
230,Not a smell,0.95,No Change,"For each note, the deck containing all of its cards, or 0 if siblings in multiple deck",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
231,Vague,0.75,Rewrite,"For each note, an arbitrary due of one of its due card processed, if any exists","Maps each note to an arbitrary due of one of its processed due cards, if any exist.",repaired,Rewrote vague phrase to clarify that the map stores a due value from a processed card for each note.,evaluation,deepseek-v3
232,Misleading,0.9,Rewrite,existing cards,Initialize new card entry if not present,repaired,"The original comment 'existing cards' is misleading because the code creates a new entry when the key is absent, rather than referencing existing cards.",evaluation,deepseek-v3
233,Vague,0.9,Rewrite,and their dids,Reset deck ID to default if note is in multiple different decks,repaired,Original comment was vague; new comment clearly describes the logic of resetting deck IDs when conflicts exist.,evaluation,deepseek-v3
234,Not a smell,0.95,No Change,cards are in two or more different decks; revert to model default,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
235,Misleading,0.95,Rewrite,first card or multiple cards in same deck,first card for this note (note not yet in decks map),repaired,"Original comment implied presence of multiple cards, but else branch only executes when note is absent from map.",evaluation,deepseek-v3
